Track name,Artist name,Album,Playlist name,Type,ISRC,Tidal - id
"Daiitoku-Myōō no Ōdaiko","Neptunian Maximalism","Éons","Favorites tracks","Favorite","QM6P42028811","146793762"
"Luna Corona","Kandis","1996-1999","Favorites tracks","Favorite","DEQ510000025","18696000"
"Subtraction","Conforce","Machine Conspiracy","Favorites tracks","Favorite","NLM791400187","37096119"
"My Black Ass","Shellac","At Action Park","Favorites tracks","Favorite","USTG39414101","61692912"
"Broken Tooth Skyline","Danalogue","I Was Not Sleeping","Favorites tracks","Favorite","QMBZ92064018","158447976"
"Underwater Love","Smoke City","Pure... Chillout","Favorites tracks","Favorite","GBAHK9700027","6739863"
"The Platform On The Ocean","Arthur Russell","Calling Out Of Context","Favorites tracks","Favorite","USAK20300002","19882189"
"Walk in Space","Fingathing","And The Big Red Nebula Band","Favorites tracks","Favorite","GBCCM0412701","35784927"
"Moya","Southern Death Cult","The Southern Death Cult","Favorites tracks","Favorite","GBAZP8800157","102761214"
"Pulse","Shigeto","Intermission","Favorites tracks","Favorite","US2J71505701","52172934"
"Ossicles","Tangents","Timeslips & Chimeras","Favorites tracks","Favorite","USY6C2136502","182955600"
"Das Wesen aus der Milchstrasse","Burnt Friedman","Con Ritmo","Favorites tracks","Favorite","DEZ650503007","87568986"
"Fukkaz","Kode9","5: Five Years of Hyperdub","Favorites tracks","Favorite","GBLZC0900034","53835888"
"Caramel Cognac","Milanese","Extend","Favorites tracks","Favorite","US78Q0600183","52180647"
"Black Hearted Love","John Parish","A Woman A Man Walked By","Favorites tracks","Favorite","GBUM70819057","34782542"
"To Carry the Seeds of Death Within Me","The Body","I Shall Die Here","Favorites tracks","Favorite","US6PQ1400001","52397129"
"The Question Is To See It All","DARKSIDE","Spiral","Favorites tracks","Favorite","USMTD2100026","189588795"
"Infinite Sadness","Xeno & Oaklander","Infinite Sadness","Favorites tracks","Favorite","QZJCP2100054","189560790"
"Jakyl","True Widow","As High As the Highest Heavens and From the Center to the Circumference of the Earth","Favorites tracks","Favorite","USKDO1100015","396074826"
"Of Information & Belief","June of 44","Four Great Points","Favorites tracks","Favorite","USA4C9805401","61689613"
"The Haunting Presence","Giles Corey","Giles Corey","Favorites tracks","Favorite","USA2Z1511293","65229454"
"She Lives","Swans","Great Annihilator","Favorites tracks","Favorite","USA3T0400159","33755148"
"Hunter","Have A Nice Life","Deathconsciousness","Favorites tracks","Favorite","USA2Z1410813","65229361"
"Persian Love","Holger Czukay","Movie","Favorites tracks","Favorite","GBLAZ1500719","82184348"
"After The Flood","Talk Talk","Laughing Stock","Favorites tracks","Favorite","GBF069190016","34774397"
"Linda Blair","Sun Kil Moon","This Is My Dinner","Favorites tracks","Favorite","TCADU1889055","96066670"
"This Is Not Possible","Sun Kil Moon","This Is My Dinner","Favorites tracks","Favorite","TCADU1889052","96066668"
"Death Of The Sun","Cul De Sac","Death Of The Sun","Favorites tracks","Favorite","US89R0510099","8764420"
"Pattern Thinker","Haiku Salut","Pattern Thinker","Favorites tracks","Favorite","GBQMM2000037","154564941"
"Honest To God","Hey Colossus","The Guillotine","Favorites tracks","Favorite","UK2SX1705051","71320164"
"A Tribute to","The For Carnation","The For Carnation","Favorites tracks","Favorite","USTG30021402","61692245"
"Being Held","The For Carnation","The For Carnation","Favorites tracks","Favorite","USTG30021403","61692246"
"Weeping","Throbbing Gristle","D.O.A. the Third and Final Report of Throbbing Gristle (Remastered)","Favorites tracks","Favorite","GBYFG1100023","71534806"
"Girl Boy","Aphex Twin","Girl/Boy EP","Favorites tracks","Favorite","GBBPW9600041","16022943"
"Satori, Pt. II","Flower Travellin' Band","Satori","Favorites tracks","Favorite","CYRLD1401120","37401792"
"BUZZCUT (feat. Danny Brown)","BROCKHAMPTON","BUZZCUT (feat. Danny Brown)","Favorites tracks","Favorite","USRC12100215","178076921"
"Hidden","Rival Consoles","Persona","Favorites tracks","Favorite","GBWZD1810911","103317707"
"Dazed and Awake","Aerial M","Aerial M","Favorites tracks","Favorite","US58L0511401","111392275"
"The Landlord Is Dead","Do Make Say Think","Goodbye Enemy Airship The Landlord Is Dead","Favorites tracks","Favorite","CACQ20701003","88969624"
"Smilin' (While You're Crying)","The Poets Of Rhythm","Discern / Define","Favorites tracks","Favorite","US4GZ2106810","187635916"
"You Saved My Life","Cass McCombs","Catacombs","Favorites tracks","Favorite","GBCEL0900149","3745945"
"Love In Vain","The Big Pink","A Brief History of Love","Favorites tracks","Favorite","GBAFL0900078","3085779"
"Loving or Leaving","King Midas Sound","Edition 1","Favorites tracks","Favorite","GBCFB1502003","50326441"
"Space to Bakersfield","Black Mountain","IV","Favorites tracks","Favorite","US38Y1627710","58222995"
"Late Night","Syd Barrett","The Madcap Laughs","Favorites tracks","Favorite","GBAYE7000306","25827026"
"Arluck","Russian Circles","Blood Year","Favorites tracks","Favorite","USA2P1822426","430143651"
"FAITHFUL SERVANT FRIEND OF CHRIST","Lingua Ignota","CALIGULA","Favorites tracks","Favorite","USN681921501","109347967"
"Good Friday","WHY?","Good Friday (Boards of Canada Remix)","Favorites tracks","Favorite","USJZA2701801","89228810"
"Stangentanz","Die Wilde Jagd","Uhrwald Orange","Favorites tracks","Favorite","DELI51802440","88202056"
"Warming Up","Galcher Lustwerk","Information (Redacted)","Favorites tracks","Favorite","US2J72108417","169021590"
"Samurai Masu Biitsu","Bogdan Raczynski","Samurai Math Beats","Favorites tracks","Favorite","GB5P59700032","103341723"
"Static Doesn’t Exist","Eli Keszler","Icons","Favorites tracks","Favorite","GB5P52100150","188465742"
"Futō","Shida Shahabi","Futō","Favorites tracks","Favorite","GBDCA1903565","118251654"
"Safeway","Bashar Suleiman","Apocope","Favorites tracks","Favorite","UK8261900586","175506407"
"Finland","Cult of Luna","Somewhere Along The Highway","Favorites tracks","Favorite","GBBPB0701725","18652807"
"Intimate Immensity","Tomaga","Intimate Immensity","Favorites tracks","Favorite","FR10S2133802","169504642"
"Squarepusher Theme","Squarepusher","Feed Me Weird Things (Remastered)","Favorites tracks","Favorite","GBBPW2100084","186188338"
"Lahan al-Mansour","Yazz Ahmed","Polyhymnia","Favorites tracks","Favorite","US8JA1949001","377158323"
"Emp. Man's Blues","The For Carnation","The For Carnation","Favorites tracks","Favorite","USTG30021401","61692244"
"Constellation","Szun Waves","New Hymn to Freedom","Favorites tracks","Favorite","GBCKB1811101","110712722"
"Galatea's Guitar","Gabor Szabo","Dreams","Favorites tracks","Favorite","QM4TW1748173","70016882"
"Conceptual Separation of Self","Faraquet","The View From This Tower","Favorites tracks","Favorite","US35U0412205","77826751"
"Biblical Violence","Hella","Hold Your Horse Is","Favorites tracks","Favorite","USKRS0301802","111395817"
"Variegated","Shipping News","Three-Four","Favorites tracks","Favorite","USA4C0307907","61685642"
"Emergency Equipment And Exits","Ganser","Just Look At That Sky","Favorites tracks","Favorite","QMGEB2007204","135798405"
"You Won't Be Left Alone","Naxatras","III","Favorites tracks","Favorite","QZARB1867686","112515300"
"Genuflect","SHINER","Schadenfreude","Favorites tracks","Favorite","TCAER2063680","132922519"
"Axons and Dendrites","Shipping News","Flies the Fields","Favorites tracks","Favorite","USA4C0509901","61687474"
"Cut Self Not","Faraquet","The View From This Tower","Favorites tracks","Favorite","US35U0412201","77826747"
"Namekuji","Part Chimp","IV","Favorites tracks","Favorite","GBGDZ1600043","72692517"
"Music To Interogate By","Jan Jelinek","La Nouvelle Pauvreté","Favorites tracks","Favorite","DELA21100125","18683764"
"Down","St. Vincent","Daddy's Home","Favorites tracks","Favorite","USC4R2005175","183280946"
"Into The Ice Age","The Notwist","Vertigo Days","Favorites tracks","Favorite","DEX262018007","168436010"
"F Maj Pixie","GoGo Penguin","GGP/RMX","Favorites tracks","Favorite","FRUM72002007","182432469"
"To Unplug","Liv.e","Couldn't Wait to Tell You...","Favorites tracks","Favorite","GBKPL2011152","243618249"
"Hustle","Sons Of Kemet","Hustle","Favorites tracks","Favorite","USUM72023528","178233008"
"Sodium & Cigarettes","Half Waif","Mythopoetics","Favorites tracks","Favorite","USEP42065011","179465512"
"Fazed Out","El Michels Affair","Yeti Season (Deluxe Version)","Favorites tracks","Favorite","QZ2L62000070","214859775"
"Namekuji","Part Chimp","IV","Favorites tracks","Favorite","GBGDZ1600043","72692517"
"Music To Interogate By","Jan Jelinek","La Nouvelle Pauvreté","Favorites tracks","Favorite","DELA21100125","18683764"
"Down","St. Vincent","Daddy's Home","Favorites tracks","Favorite","USC4R2005175","183280946"
"Into The Ice Age","The Notwist","Vertigo Days","Favorites tracks","Favorite","DEX262018007","168436010"
"F Maj Pixie","GoGo Penguin","GGP/RMX","Favorites tracks","Favorite","FRUM72002007","182432469"
"To Unplug","Liv.e","Couldn't Wait to Tell You...","Favorites tracks","Favorite","GBKPL2011152","243618249"
"Hustle","Sons Of Kemet","Hustle","Favorites tracks","Favorite","USUM72023528","178233008"
"Sodium & Cigarettes","Half Waif","Mythopoetics","Favorites tracks","Favorite","USEP42065011","179465512"
"Fazed Out","El Michels Affair","Yeti Season (Deluxe Version)","Favorites tracks","Favorite","QZ2L62000070","214859775"
"You Are Here (Four Tet Remix)","Nathan Fake","You Are Here","Favorites tracks","Favorite","GBLBR0500035","2348835"
"Our Time","Kieran Hebden","Tongues","Favorites tracks","Favorite","GBCEL0600490","3738994"
"Blatant Water Cannon","Percussions","2011 Until 2014","Favorites tracks","Favorite","GBXNG1430002","79548874"
"Gutters And Beyond","Matthew Dear","Gutters And Beyond","Favorites tracks","Favorite","US2J72108211","184063628"
"Hjartað hamast (bamm bamm bamm)","Sigur Rós","Ágætis byrjun","Favorites tracks","Favorite","GBDCA9900071","101349514"
"Everything Dies","Type O Negative","World Coming Down","Favorites tracks","Favorite","NLA329980349","706526"
"Best Hexagon","Ava Luna","Infinite House","Favorites tracks","Favorite","US78L1513608","43783528"
"Billz","Ava Luna","Infinite House","Favorites tracks","Favorite","US78L1513609","43783529"
"Opkropper","Kreng","Grimoire","Favorites tracks","Favorite","DEX260990554","18697230"
"My Lar","Bullion","Loop the Loop","Favorites tracks","Favorite","GBGLW1500201","108042914"
"Cindy Savalas","Palmbomen II","Palmbomen II","Favorites tracks","Favorite","QMUDY1400019","54407901"
"AS Gardens Need Walls","Amnesia Scanner","AS","Favorites tracks","Favorite","UK7MC1500244","58085469"
"Freedom Dub","Babyfather","419 (Remastered)","Favorites tracks","Favorite","USYBL1700933","75492569"
"Fast Moving Cars","Carla dal Forno","You Know What It's Like","Favorites tracks","Favorite","GBG8Q1600409","219598376"
"Morals","Africa Express","EGOLI","Favorites tracks","Favorite","DEG931901756","184781153"
"X","Dean Blunt","BLACK METAL","Favorites tracks","Favorite","GBCVZ1403569","37083712"
"And Still They Move","Colin Stetson","Never Were the Way She Was","Favorites tracks","Favorite","CACQ21511304","44461304"
"A Fullness Of Light In Your Soul (feat. Perfume Genius)","Hypnotic Brass Ensemble","A Fullness Of Light In Your Soul (feat. Perfume Genius)","Favorites tracks","Favorite","US38Y2140202","184019664"
"Doubler Stones","Craven Faults","Enclosures","Favorites tracks","Favorite","GBCKB2007301","156333106"
"Scirocco","The Kilimanjaro Darkjazz Ensemble","Here Be Dragons","Favorites tracks","Favorite","DERK91625904","144284727"
"Eos","Ulver","Shadows of the Sun","Favorites tracks","Favorite","NOFVJ0741010","7792956"
"Flat Of The Blade","Massive Attack","Heligoland","Favorites tracks","Favorite","GBAAA0900962","7189547"
"r ess","Autechre","Oversteps","Favorites tracks","Favorite","GBBPW0900293","16026572"
"Are You Shivering?","Coil","Musick To Play In The Dark","Favorites tracks","Favorite","QZJCP2000086","152025298"
"Une Cellier","Dale Cooper Quartet","Parole de Navarre","Favorites tracks","Favorite","DEZ651109919","159845219"
"Just Wait Til Next Year","John Maus","Songs","Favorites tracks","Favorite","GBVCE0603008","68097461"
"Embers","The Kilimanjaro Darkjazz Ensemble","Here Be Dragons","Favorites tracks","Favorite","DERK91625903","144284726"
"Sailing by Night","Department Of Eagles","The Cold Nose","Favorites tracks","Favorite","GBJGV0500103","88498123"
"Time Eater","Gold Panda","Your Good Times Are Just Beginning","Favorites tracks","Favorite","DED621600170","334913424"
"Bass Tuba Sonata: IIId. Wie am Anfang des Satzes","Glenn Gould","Glenn Gould plays Hindemith: 3 Piano Sonatas; 5 Sonatas for Brass & Piano; Das Marienleben","Favorites tracks","Favorite","USSM19921238","20262580"
"MMMOOOAAAAAYAYA","illuminati hotties","Let Me Do One More","Favorites tracks","Favorite","USHR22114802","184477654"
"Send Me","Tirzah","Send Me","Favorites tracks","Favorite","GBCEL2100186","177284732"
"Frozen","Tindersticks","The Something Rain","Favorites tracks","Favorite","GB5H51100007","78199283"
"Mountains Made Of Steam","A Silver Mt. Zion","Horses In The Sky","Favorites tracks","Favorite","CACQ20703302","88969944"
"Polaroid (feat. Channy Leaneagh)","Erika Dohi","I, Castorpollux","Favorites tracks","Favorite","QMB622001808","174626453"
"Precipice Drive (Long Edit)","Ametsub","Sky Droppin'","Favorites tracks","Favorite","USFKE1600007","94919273"
"OPIATE STILLS","Coh","MUSIC VO","Favorites tracks","Favorite","QZKDK2061187","158884528"
"Birds","Electrelane","The Power Out","Favorites tracks","Favorite","GBBNZ0300058","2215174"
"Ignescence Black-Bass Recule","Dale Cooper Quartet","Quatorze Pieces De Menace","Favorites tracks","Favorite","DERK91317809","144283263"
"Lose Your Soul","Dead Man's Bones","Dead Man's Bones","Favorites tracks","Favorite","USEP40921010","121130910"
"Kinda Bonkers","Animal Collective","The Painters","Favorites tracks","Favorite","GBCEL1700027","70206222"
"Brahama","My Sleeping Karma","Mela Ananda - Live","Favorites tracks","Favorite","ATN261770207","70704113"
"Pinky's Dream","David Lynch","Crazy Clown Time","Favorites tracks","Favorite","GBGNS1100811","383058804"
"Danger","Sallie Ford & the Sound Outside","Dirty Radio (Deluxe Version)","Favorites tracks","Favorite","USBQU1000227","403473051"
"It’s a Crime I Never Told You About the Diamonds in Your Eyes","The Black Heart Procession","2","Favorites tracks","Favorite","USTG39919408","61688155"
"Tamer Animals","Other Lives","Mind the Gap","Favorites tracks","Favorite","DEOE81100312","17521787"
"Beat the Drum Slowly","Timber Timbre","Hot Dreams","Favorites tracks","Favorite","CAAA11308801","397552174"
"The Conversation","Dictaphone","Poems From a Rooftop","Favorites tracks","Favorite","DEX261281301","144283090"
"Muscle Beach","Matthew Dear","Preacher's Sigh & Potion: Lost Album","Favorites tracks","Favorite","US2J72108201","177753645"
"This Big Hush","Shriekback","Oil and Gold","Favorites tracks","Favorite","GBARK0400111","7989132"
"Spirit","Dead Can Dance","A Passage in Time","Favorites tracks","Favorite","GBAFL9000330","2215230"
"Diablerie","Windhand","Eternal Return","Favorites tracks","Favorite","US2641841208","91798870"
"Hikers Y","Matthew Dear","Gutters And Beyond","Favorites tracks","Favorite","US2J72108203","184063629"
"Colossus","of Montreal","Lousy with Sylvianbriar","Favorites tracks","Favorite","US3R41326805","256099516"
"Mädchen (Gudrun Gut ABC Mix)","Pole","Steingarten (Remixes)","Favorites tracks","Favorite","DEPD61100306","13153524"
"A Light","Gerald Clayton","Happening: Live At The Village Vanguard","Favorites tracks","Favorite","USUM72007114","147459436"
"A Chronicle of Early Failures - Part 1","The Dead Texan","The Dead Texan","Favorites tracks","Favorite","USI4R0403324","18057199"
"The Mash and the Fury","Trentemøller","Into the Great Wide Yonder","Favorites tracks","Favorite","DEL021070001","174821442"
"Second Son","Radare","Der Endless Dream","Favorites tracks","Favorite","DEGM91900196","104121941"
"Between Two Mysteries","Mount Eerie","Live in Bloomington (September 30th, 2011)","Favorites tracks","Favorite","QMFME1365955","23925043"
"Remember","Smerz","Believer","Favorites tracks","Favorite","GBBKS2000196","179540321"
"Wax And Wane","Cocteau Twins","Garlands","Favorites tracks","Favorite","GBAFL8200090","2206408"
"Gutter Glitter","Switchblade Symphony","Serpentine Gallery - Deluxe 2005 Edition","Favorites tracks","Favorite","USA370521808","12830002"
"Lady Shave","Fad Gadget","The Best of Fad Gadget","Favorites tracks","Favorite","GBAJH0100330","23982596"
"I Walk the Line","Alien Sex Fiend","I Walk the Line","Favorites tracks","Favorite","GBBLY9100084","121477514"
"Neither/Neither","The Black Dog","Neither/Neither","Favorites tracks","Favorite","GBKDD1500349","49714720"
"TV Dreams","Dans Dans","Sand","Favorites tracks","Favorite","BEN581600411","65546473"
"Drops","Pascal Schumacher","Drops & Points","Favorites tracks","Favorite","DEBL61600701","70133681"
"Starethrough","Seefeel","Reduct","Favorites tracks","Favorite","GBBPW2100019","181129367"
"Phaedra","Tangerine Dream","Phaedra (Deluxe Version)","Favorites tracks","Favorite","GBUM71807121","110766551"
"Black Ocean","Trigg & Gusset","Legacy of the Witty","Favorites tracks","Favorite","USCGH2063815","129953893"
"Evio","Seefeel","Reduct","Favorites tracks","Favorite","GBBPW2100015","181129366"
"Gun","Gus Gus","Polydistortion","Favorites tracks","Favorite","GBAFL9700029","58081598"
"Oh","Gus Gus","Polydistortion","Favorites tracks","Favorite","GBAFL9700028","58081597"
"She Would Die for Love","Julee Cruise","The Voice Of Love","Favorites tracks","Favorite","USWB10104303","3469120"
"Into the Trees","Hope Sandoval and the Warm Inventions","Until the Hunter","Favorites tracks","Favorite","USA2P1673827","65622049"
"bless your name","Jess Joy","PATREEARCHY","Favorites tracks","Favorite","USJZA2136101","170494262"
"Fuel to Fire","Agnes Obel","Aventine (Deluxe Version)","Favorites tracks","Favorite","BEP011400303","33177380"
"Still am Tresen","Bohren & Der Club Of Gore","Bohren for Beginners","Favorites tracks","Favorite","DEG440890284","66292931"
"The Very Last Resort","Trentemøller","The Last Resort","Favorites tracks","Favorite","DEL020620049","65749637"
"When Audrey Dances","Yasume","Where We're From The Birds Sing A Pretty Song","Favorites tracks","Favorite","DEX700300040","18684177"
"Underwater Love","Smoke City","Flying Away","Favorites tracks","Favorite","GBAHK9700028","76934206"
"Eternal Love","Radare","Der Endless Dream","Favorites tracks","Favorite","DEGM91900192","104121937"
"Excavation (Part 1)","The Haxan Cloak","Excavation","Favorites tracks","Favorite","GBCW31300094","98589213"
"Eux Exquis Acrostole","Dale Cooper Quartet","Metamanoir","Favorites tracks","Favorite","DEZ651113424","159844619"
"The Very Last Resort","Trentemøller","The Last Resort","Favorites tracks","Favorite","DEL020620049","65749637"
"When Audrey Dances","Yasume","Where We're From The Birds Sing A Pretty Song","Favorites tracks","Favorite","DEX700300040","18684177"
"Underwater Love","Smoke City","Flying Away","Favorites tracks","Favorite","GBAHK9700028","76934206"
"Eternal Love","Radare","Der Endless Dream","Favorites tracks","Favorite","DEGM91900192","104121937"
"Excavation (Part 1)","The Haxan Cloak","Excavation","Favorites tracks","Favorite","GBCW31300094","98589213"
"Eux Exquis Acrostole","Dale Cooper Quartet","Metamanoir","Favorites tracks","Favorite","DEZ651113424","159844619"
"Loup De Mer","Radare","Der Endless Dream","Favorites tracks","Favorite","DEGM91900190","104121935"
"0x0000","Shores Of Null","Quiescence","Favorites tracks","Favorite","GBADD1444001","269068455"
"Movement and You","Damon Locks","NOW","Favorites tracks","Favorite","QM84B2039005","184757093"
"If I Was Yours","Oracle Sisters","Paris II","Favorites tracks","Favorite","DGA072144077","255236555"
"Interim","John FM","American Spirit EP","Favorites tracks","Favorite","GBBKS2100040","178160420"
"Don't Be Scared","Sorry","Twixtustwain EP","Favorites tracks","Favorite","GBCEL2100091","178218854"
"UK74R1512110","Aleksi Perälä","DJ-Kicks (Mount Kimbie) (DJ Mix)","Favorites tracks","Favorite","DEG931801449","184802717"
"Show Me Love","Hundred Waters","The Moon Rang Like A Bell","Favorites tracks","Favorite","USQY51466858","184767214"
"Innocent","Hundred Waters","The Moon Rang Like a Bell (Remixed)","Favorites tracks","Favorite","USAT21500245","184802205"
"Pray For Rain","Massive Attack","Heligoland","Favorites tracks","Favorite","GBAAA0900840","7189542"
"Sinking Feeling","Wavves","Sinking Feeling","Favorites tracks","Favorite","QM6N22002691","173830680"
"strata","STUFF.","old dreams new planets","Favorites tracks","Favorite","BEEK11700002","73131232"
"Pesto Punk","John Monkman","Kompakt: Total 19","Favorites tracks","Favorite","DEU671900124","113541248"
"Rise to Ashes","Amon Tobin","Rise to Ashes","Favorites tracks","Favorite","US25X2101237","175916484"
"Vacancy","Son Lux","Tomorrows III","Favorites tracks","Favorite","DED622100080","334921589"
"Fall","Patrick Watson","Secret City Records: 10 Years","Favorites tracks","Favorite","CAW270500008","89148620"
"Silent Spring","Massive Attack","Collected","Favorites tracks","Favorite","GBAAA0600180","125221"
"Makes Me Wonder","Tricky","Test of Time","Favorites tracks","Favorite","DEG931911141","184748531"
"Plantain Porridge","Equiknoxx","Colón Man","Favorites tracks","Favorite","USA2Z1711664","81430451"
"Milkweed / It Hangs Heavy","PHARMAKON","Abandon","Favorites tracks","Favorite","US5NR1316801","19833109"
"Fallen Angel","King Crimson","Red (Expanded & Remastered Original Album Mix)","Favorites tracks","Favorite","GBCTX1400817","333602978"
"Follow Me Down","UNKLE","Where Did the Night Fall (Bonus Track Version)","Favorites tracks","Favorite","GBPYR1000172","80718783"
"Symanimagenic","Ka Baird","Respires","Favorites tracks","Favorite","US6PQ1900133","118043881"
"Vroom Vroom","Jenny Lewis","Vroom Vroom","Favorites tracks","Favorite","QM24S2100086","168383526"
"Time Machine (2001 Remaster)","Ride","Going Blank Again (Expanded)","Favorites tracks","Favorite","USRE11200708","18767913"
"Solstice","Björk","Biophilia (Deluxe Edition)","Favorites tracks","Favorite","GBBTF1100086","300597391"
"Inner Fire","Chad VanGaalen","World's Most Stressed Out Gardener","Favorites tracks","Favorite","CAF272104609","174846616"
"Where Is It All Going?","Chad VanGaalen","World's Most Stressed Out Gardener","Favorites tracks","Favorite","CAF272104604","174846611"
"The Descent","Wesenwille","Il: a Material God","Favorites tracks","Favorite","FXQ662000076","172979938"
"Sacrifice","Helestios","Your Pain Tastes Good","Favorites tracks","Favorite","TCAFG2037233","163632363"
"Keep It Healthy","Warpaint","Warpaint","Favorites tracks","Favorite","GBCVZ1303426","25053092"
"Intro","Warpaint","Warpaint","Favorites tracks","Favorite","GBCVZ1303425","25053091"
"Paralysed","Warpaint","The Problem of Leisure. A celebration of Andy Gill and Gang of Four","Favorites tracks","Favorite","USA2P2101475","400859907"
"Ley Lines","Emma-Jean Thackray","Gilles Peterson Presents: Brownswood Bubblers Thirteen","Favorites tracks","Favorite","UKF2D1800013","179161212"
"One to Five","Volvopenta","Simulacrum","Favorites tracks","Favorite","DEUT22000239","392248763"
"Ghost","Volvopenta","Simulacrum","Favorites tracks","Favorite","DEUT22000236","392248760"
"Marabù","Iqonde","Kibeho","Favorites tracks","Favorite","IT0YJ2100002","171042384"
"A Foxes Wedding","Black Taffy","Opal Wand","Favorites tracks","Favorite","QMHG42064004","185646702"
"When I Run","Guedra Guedra","Vexillology","Favorites tracks","Favorite","DEG932005303","184832497"
"Maggot Water","Baby Boys","Threesome","Favorites tracks","Favorite","QM5BK1900405","176184251"
"Lost in Moments","Ulver","Perdition City","Favorites tracks","Favorite","NOFVJ0101010","422315"
"Silence Teaches You How to Sing","Ulver","Teachings in Silence","Favorites tracks","Favorite","NOX9X3195301","458470"
"Place in My Heart","Taylor McFerrin","Brainfeeder X","Favorites tracks","Favorite","GBCFB1403109","95412901"
"HAJJ","Liturgy","H.A.Q.Q.","Favorites tracks","Favorite","US2391900467","122052520"
"This Forest for Which We Have Killed","Krallice","Go Be Forgotten","Favorites tracks","Favorite","USL4Q1708707","82334031"
"Poisonous Flowers of Violence","White Ward","Love Exchange Failure","Favorites tracks","Favorite","FR9W11914387","113921217"
"Gulf of Lost Souls","Hedersleben","Space Rock: an Interstellar Traveler's Guide","Favorites tracks","Favorite","QM6XS1476091","66587810"
"Eating Unblessed Meat","Mamaleek","Eating Unblessed Meat","Favorites tracks","Favorite","USA2Z2000010","127881395"
"Uusi teknokratia","Oranssi Pazuzu","Mestarin kynsi","Favorites tracks","Favorite","DED831901479","130186810"
"FELO DE SE","Avhath","FELO DE SE / HALLOWED GROUND","Favorites tracks","Favorite","FR10S2139447","169551490"
"De Fortapte Sjelers Katedral","Mork","Katedralen","Favorites tracks","Favorite","GBCQV2000706","164703963"
"Fly","Low","Double Negative","Favorites tracks","Favorite","USSUB1825003","94340777"
"Viewer","Morgenstern","Two Different Faces","Favorites tracks","Favorite","USI4R0602010","30437383"
"The Horseshoe","Meatraffle","Hi Fi Classics","Favorites tracks","Favorite","GB9D71300095","251631874"
"Warmth in the Coldest Acre","Photay","Waking Hours: Remixed","Favorites tracks","Favorite","QMV8L1826302","396099891"
"Jungle Birds","Flamingods","Majesty","Favorites tracks","Favorite","GBUQH1500118","218118908"
"melody in high feedback tones","Cavern of Anti-Matter","void beats/invocation trex","Favorites tracks","Favorite","GB5P51500034","106697133"
"Bambi 2046","Oliver Coates","Upstepping","Favorites tracks","Favorite","UK4UM1500009","352654676"
"Strong Enough","Porridge Radio","Let’s Not Fight ! b/w Strong Enough","Favorites tracks","Favorite","US38W2042702","171007450"
"Deception","Ominous Ruin","Amidst Voices that Echo In Stone","Favorites tracks","Favorite","USRMX2100009","174283369"
"The Haunting of Earth","John Tejada","Year Of The Living Dead","Favorites tracks","Favorite","DEU672100001","164678887"
"The Garden Zadar","VA mixed by FILA BRAZILLIA","The Garden Zadar","Favorites tracks","Favorite","SIA040700043","20857531"
"Humprhey","Sonny Simmons","The Traveller","Favorites tracks","Favorite","NOBZH0511010","2602139"
"Ekuté","Pino Palladino","Ekuté","Favorites tracks","Favorite","USUM72022565","173302815"
"Gearin II","Coh","MASK OF BIRTH","Favorites tracks","Favorite","ATE690205503","141100563"
"No Sun","FYI Chris","No Sun","Favorites tracks","Favorite","GBTVQ2000043","167300766"
"I suoi brillanti anni ottanta","Bachi Da Pietra","Tarlo Terzo","Favorites tracks","Favorite","USA561118737","15060697"
"Andata","Bachi Da Pietra","Tarlo Terzo","Favorites tracks","Favorite","USA561118741","15060701"
"Ofelia","Bachi Da Pietra","Non Io","Favorites tracks","Favorite","QM6P41456514","44046449"
"Come ogni volta","La Crus","Dentro me","Favorites tracks","Favorite","ITQ009700021","190627"
"Pure Easy","The Dining Rooms","Numero Deux","Favorites tracks","Favorite","ITO0P0100124","19562689"
"Natureland","Amon Tobin","Supermodified","Favorites tracks","Favorite","GBCFB0000510","70167038"
"Broke","Kill The Vultures","Carnelian","Favorites tracks","Favorite","QMECD1504503","212281642"
"Room for One More","ANTHRAX","Sound of White Noise - Expanded Edition","Favorites tracks","Favorite","USME30700838","39376624"
"Get Your Snack On","Amon Tobin","Supermodified","Favorites tracks","Favorite","GBCFB0408222","70167028"
"The Big Sea","Funki Porcini","Fast Asleep","Favorites tracks","Favorite","GBCFB0101610","6757319"
"Comatose Luck","Xploding Plastix","Amateur Girlfriends Go Proskirt Agents","Favorites tracks","Favorite","NOMEA0102120","422704"
"Talk Whiff (feat. Jason Williamson)","SCORN","Cafe Mor","Favorites tracks","Favorite","GBWUL1908609","120899462"
"Moiré (Piano & Organ)","Jan Jelinek","Loop-Finding-Jazz-Records","Favorites tracks","Favorite","DELA21100113","18683745"
"Gertrudis, Get Through This!","mourn","Gertrudis","Favorites tracks","Favorite","ES74I1500001","47146027"
"Rakka","Vladislav Delay","Rakka","Favorites tracks","Favorite","UK8261900193","128112650"
"Megaton","Coma World","Coma World","Favorites tracks","Favorite","UKZ4L2000002","184834783"
"Intimate Immensity","Tomaga","Intimate Immensity","Favorites tracks","Favorite","FR10S2133802","169516108"
"Reality Fades","Weedpecker","II","Favorites tracks","Favorite","TCACF1586234","45867881"
"The Big Sea","Funki Porcini","Fast Asleep","Favorites tracks","Favorite","GBCFB0101610","6757319"
"Comatose Luck","Xploding Plastix","Amateur Girlfriends Go Proskirt Agents","Favorites tracks","Favorite","NOMEA0102120","422704"
